Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,11.0,200.0,69.27,16.45,32.73,0.5,8.09,27.27,0.3,12.09,20.18,0.6,21.18,66.09,0.48,104.81,47.65,46.01,20.15,0.45
Equip,2 Derrota,4.0,200.0,66.75,14.75,33.0,0.45,7.25,28.5,0.25,15.5,22.25,0.7,22.25,68.25,0.47,97.8,41.67,42.73,25.2,0.46
Equip,2 Victoria,7.0,200.0,70.71,17.43,32.57,0.54,8.57,26.57,0.32,10.14,19.0,0.53,20.57,64.71,0.48,109.27,51.21,47.87,17.15,0.45
Equip,3 Local,5.0,200.0,64.2,17.6,33.2,0.53,6.4,27.8,0.23,9.8,18.0,0.54,21.2,66.0,0.5,97.27,44.59,43.56,16.07,0.46
Equip,3 Visitant,6.0,200.0,73.5,15.5,32.33,0.48,9.5,26.83,0.35,14.0,22.0,0.64,21.17,66.0,0.46,111.36,50.28,48.02,23.66,0.45
Equip,4 Dificil,5.0,200.0,70.4,17.0,31.6,0.54,8.0,29.2,0.27,12.4,19.4,0.64,22.4,66.4,0.47,106.02,47.7,46.31,20.39,0.48
Equip,4 Facil,6.0,200.0,68.33,16.0,33.67,0.48,8.17,25.67,0.32,11.83,20.83,0.57,20.17,65.67,0.48,104.06,47.61,45.73,19.94,0.43
Equip,6 Ultims 3,3.0,200.0,62.0,16.0,33.67,0.48,5.33,25.67,0.21,14.0,22.0,0.64,21.33,86.67,0.48,96.54,42.52,43.62,22.22,0.43
Equip Rival,1 Mitjana Rival,11.0,200.0,62.55,17.27,44.0,0.39,5.0,21.64,0.23,13.0,21.82,0.6,20.64,72.18,0.52,86.65,37.74,39.77,19.81,0.33
Equip Rival,2 Derrota Rival,4.0,200.0,74.75,19.5,44.5,0.44,7.0,23.0,0.3,14.75,26.5,0.56,23.75,75.75,0.53,98.68,44.44,44.83,21.85,0.34
Equip Rival,2 Victoria Rival,7.0,200.0,55.57,16.0,43.71,0.37,3.86,20.86,0.18,12.0,19.14,0.63,18.86,70.0,0.52,79.39,33.74,36.62,18.58,0.32
Equip Rival,3 Local Rival,5.0,200.0,53.2,15.2,40.4,0.38,4.0,19.0,0.21,10.8,20.8,0.52,19.0,65.8,0.5,80.85,35.69,37.8,18.18,0.32
Equip Rival,3 Visitant Rival,6.0,200.0,70.33,19.0,47.0,0.4,5.83,23.83,0.24,14.83,22.67,0.65,22.0,77.5,0.54,90.75,39.18,41.07,20.94,0.34
Equip Rival,4 Dificil Rival,5.0,200.0,70.2,17.2,42.0,0.41,7.6,24.6,0.31,13.0,24.8,0.52,21.6,74.4,0.53,94.35,42.94,42.44,19.52,0.37
Equip Rival,4 Facil Rival,6.0,200.0,56.17,17.33,45.67,0.38,2.83,19.17,0.15,13.0,19.33,0.67,19.83,70.33,0.52,79.86,33.29,37.3,20.05,0.3
Equip Rival,6 Ultims 3 Rival,3.0,200.0,64.0,18.0,43.67,0.41,4.0,20.0,0.2,16.0,25.67,0.62,24.67,94.67,0.52,87.68,37.65,40.74,23.9,0.31
