Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,5.0,205.0,58.8,16.4,41.8,0.39,6.4,20.6,0.31,6.8,12.2,0.56,22.8,65.0,0.5,90.46,41.67,39.72,10.9,0.33
Equip,2 Derrota,3.0,200.0,58.67,16.0,40.67,0.39,7.0,19.0,0.37,5.67,11.33,0.5,21.0,62.0,0.49,94.62,44.41,41.12,9.5,0.32
Equip,2 Victoria,2.0,212.5,59.0,17.0,43.5,0.39,5.5,23.0,0.24,8.5,13.5,0.63,25.5,69.5,0.52,84.89,37.97,37.77,12.78,0.35
Equip,3 Local,2.0,212.5,61.0,19.5,44.0,0.44,5.0,24.0,0.21,7.0,12.5,0.56,19.0,70.5,0.51,86.52,39.71,39.08,10.29,0.35
Equip,3 Visitant,3.0,200.0,57.33,14.33,40.33,0.36,7.33,18.33,0.4,6.67,12.0,0.56,25.33,61.33,0.49,93.48,43.18,40.21,11.36,0.31
Equip,4 Dificil,4.0,206.25,60.5,17.0,42.5,0.4,6.25,22.25,0.28,7.75,13.0,0.6,22.75,67.5,0.51,89.63,40.73,39.46,11.97,0.34
Equip,4 Facil,1.0,200.0,52.0,14.0,39.0,0.36,7.0,14.0,0.5,3.0,9.0,0.33,23.0,54.0,0.44,96.3,46.23,40.64,5.66,0.26
Equip,6 Ultims 3,3.0,36000.0,176.0,49.0,128.0,0.38,20.0,62.0,0.32,18.0,31.0,0.58,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
Equip Rival,1 Mitjana Rival,5.0,205.0,66.2,16.8,37.2,0.45,6.0,19.0,0.32,14.6,26.4,0.55,15.6,65.0,0.5,101.85,45.91,46.81,25.98,0.34
Equip Rival,2 Derrota Rival,3.0,200.0,72.0,19.0,36.67,0.52,6.67,19.67,0.34,14.0,26.0,0.54,14.33,65.0,0.51,110.77,51.48,50.73,24.85,0.35
Equip Rival,2 Victoria Rival,2.0,212.5,57.5,13.5,38.0,0.36,5.0,18.0,0.28,15.5,27.0,0.57,17.5,65.0,0.48,88.46,37.5,40.93,27.68,0.32
Equip Rival,3 Local Rival,2.0,212.5,61.5,14.5,35.0,0.41,7.0,26.0,0.27,11.5,22.0,0.52,15.0,67.5,0.49,91.11,40.98,40.54,18.85,0.43
Equip Rival,3 Visitant Rival,3.0,200.0,69.33,18.33,38.67,0.47,5.33,14.33,0.37,16.67,29.33,0.57,16.0,63.0,0.51,110.05,49.69,51.31,31.45,0.27
Equip Rival,4 Dificil Rival,4.0,206.25,62.25,15.5,34.75,0.45,5.75,21.0,0.27,14.0,25.5,0.55,16.5,64.25,0.49,96.89,43.27,44.54,25.11,0.38
Equip Rival,4 Facil Rival,1.0,200.0,82.0,22.0,47.0,0.47,7.0,11.0,0.64,17.0,30.0,0.57,12.0,68.0,0.56,120.59,56.03,55.35,29.31,0.19
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,185.0,49.0,101.0,0.49,16.0,60.0,0.27,39.0,71.0,0.55,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
