Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],10.0,200.0,71.9,19.9,41.8,0.48,6.8,26.8,0.25,11.7,21.7,0.54,23.3,75.0,0.52,95.87,43.88,43.4,17.06,0.39
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],10.0,200.0,64.3,15.5,37.2,0.42,6.6,25.6,0.26,13.5,22.5,0.6,20.2,69.7,0.48,92.25,40.45,41.31,21.5,0.41
GRUP VIA - CB ARTES Equipo,['Mitjana'],10.0,200.0,70.9,16.4,33.2,0.49,8.6,26.6,0.32,12.3,20.6,0.6,21.3,66.1,0.48,107.26,49.0,46.89,20.57,0.44
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],10.0,200.0,63.0,17.6,44.8,0.39,4.9,22.0,0.22,13.1,21.2,0.62,20.4,73.0,0.52,86.3,37.35,39.51,19.61,0.33
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],10.0,200.0,74.1,18.1,37.0,0.49,8.6,27.9,0.31,12.1,17.8,0.68,19.5,69.8,0.49,106.16,47.77,45.95,18.64,0.43
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],10.0,200.0,71.2,20.5,43.6,0.47,7.0,24.0,0.29,9.2,15.4,0.6,19.9,71.4,0.51,99.72,45.86,44.28,13.61,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],10.0,200.0,61.0,15.1,37.0,0.41,4.5,22.1,0.2,17.3,25.1,0.69,20.5,67.3,0.52,90.64,36.97,41.47,29.27,0.37
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],10.0,200.0,62.3,15.0,34.7,0.43,6.7,22.9,0.29,12.2,19.1,0.64,24.7,63.3,0.48,98.42,43.49,43.44,21.18,0.4
NOU BASQUET OLESA A Equipo,['Mitjana'],9.0,200.0,71.33,21.22,41.11,0.52,5.44,18.44,0.3,12.56,21.0,0.6,20.33,66.0,0.48,108.08,49.35,49.6,21.08,0.31
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],9.0,200.0,67.11,18.22,41.89,0.44,6.56,24.89,0.26,11.0,17.67,0.62,22.67,71.56,0.52,93.79,42.01,41.76,16.47,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],8.0,203.12,62.25,16.5,42.12,0.39,4.88,20.38,0.24,14.62,23.75,0.62,20.12,70.0,0.49,88.93,38.1,40.93,23.4,0.33
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],8.0,203.12,72.62,17.0,35.88,0.47,9.0,32.62,0.28,11.62,19.25,0.6,21.75,73.88,0.51,98.31,44.53,42.64,16.97,0.48
SD ESPANYOL Equipo,['Mitjana'],10.0,200.0,69.9,19.5,40.0,0.49,5.6,22.7,0.25,14.1,23.6,0.6,19.7,70.1,0.51,99.71,44.5,45.76,22.49,0.36
SD ESPANYOL Equipo Rival,['Mitjana Rival'],10.0,200.0,66.7,18.4,39.3,0.47,6.3,23.1,0.27,11.0,16.5,0.67,22.7,66.8,0.49,99.85,44.63,44.3,17.63,0.37
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],10.0,200.0,67.2,16.8,41.3,0.41,6.9,27.0,0.26,12.9,20.9,0.62,20.2,74.3,0.52,90.44,39.75,40.22,18.89,0.4
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],10.0,200.0,72.0,17.4,34.8,0.5,8.5,26.7,0.32,11.7,20.0,0.58,22.2,67.4,0.48,106.82,49.02,46.79,19.02,0.43
VEDRUNA GRACIA A Equipo,['Mitjana'],10.0,200.0,69.0,16.7,32.2,0.52,7.3,26.1,0.28,13.7,21.0,0.65,21.7,64.8,0.48,106.48,47.43,47.05,23.5,0.45
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],10.0,200.0,67.7,18.2,38.1,0.48,6.7,25.4,0.26,11.2,18.9,0.59,22.5,68.9,0.52,98.26,44.49,43.91,17.64,0.4
